id_name,comment_text,user_id_link,rating
树大陈,我太喜欢听声音那场戏了！不是打雷不是落雨，不是山崩地裂，是抖松洗完的衣服，是收拾散落的蜡笔，是挥动锤子修理房子，是炒菜煮饭，是打包封箱…源自日常体验，又超出日常体验。不是小妞电影，故事是关于了不起的人类，与痛苦的成长创伤对抗，理想化为身外物，为成为新的生活角色（妈妈）变得更有所能，神曲是她们日常生活的节奏。,https://www.douban.com/people/2911366/,推荐
費斯基,两个小时的《邵艺辉脱口秀专场》,https://www.douban.com/people/hocci/,还行
黄绵羊,王茉莉才是看完王铁梅所有报道的人！！！,https://www.douban.com/people/HC11284444/,力荐
香香,胡医生真的就像是从交友软件里直接拉出来的一样，绝对典中典，听到是有妇之夫他更来劲了，听到是les被他扳直就更爽了，最后听到为了他自杀把他直接给爽死了，“ 爱我便是 ”在中国影史上应该有一席之地。,https://www.douban.com/people/62870647/,力荐
momo,女儿猜声音那场戏太妙了，不是下雨打雷也不是龙卷风，不是自然，是妈妈。 世界在妈妈手中诞生，妈妈是我小小世界的神祇，妈妈创造一切，妈妈无所不能。,https://www.douban.com/people/wr314159/,力荐
Darklands,真的不会很多梗过于刻意了吗？一定要拿出来说事儿才会觉得有些东西是值得被看见的吗？我觉得是没必要的 虽然支持女权但现在更支持平权 没必要天天把这些梗刻意的拿出来说事 有些东西说多了真的会觉得boring 真的没必要,https://www.douban.com/people/143876564/,很差
熊阿姨,比《爱情神话》更落地，宋佳前调查记者的职业部分很真，尤其跟章宇一起和面时的对话，一方诚挚地说我看过你全部的报道，你为什么不继续做记者了？另一方已经既明白这是殷勤的示好，又被问得快恼羞成怒了差不多得了别说了。,https://www.douban.com/people/auntbear/,推荐
谢谢你们的鱼,有几个单场戏处理得不错，尤其是听录音那段，但是这整体上，特别满又特别散，就像是90年代国产都市片的性转版加上很多纽约客电影的风格，很多问题和《爱情神话》很像，却更用力地在戳豆瓣文青的嗨点，有一种在看豆瓣文艺大V广播和书影音点评串烧的感觉。台词上的设计感比《爱情神话》更强，显得更做作，使得很多生活气息都被“精雕细琢”的台词给消解了。两个小时的电影略显流水账，节奏感比《爱情神话》也差了很多，很多戏都看着像电视剧，甚至这样的人物关系更适合拍电视剧。还有，章宇和赵又廷对戏真像一对基。,https://www.douban.com/people/reave/,还行
辛红孩儿,尬穿 空洞 时而说教时而假装反抗说教 为了拍而拍 感觉到编剧构思时的笔力匮乏 一种前作不错 续作续上 赶鸭子上架的赶制气 像消费陷阱里一切想捞一把的产业模式 音乐版权也下了点本 还特意买了那首hack结尾唱红的《the story》 但是用了更俗的那版,https://www.douban.com/people/hindaxmd/,很差
那个巫婆,这才是我想看的女性主义。想推荐我每一个女性朋友都去看《好东西》。但最戳我的一段是在地铁上，那个陌生女性一个轻微的动作。,https://www.douban.com/people/thatwitch/,力荐
黄青蕉,一个女人当第一性的小型乌托邦，好当然是很好的，就是再松弛一点就更好了，感觉导演因为太想输出把很多场拍成了奇葩说，预设一个话题然后双方辩手出来妙语连珠。我喜欢女人强大机智雄辩，但也希望下面有真实的底色，是活人微微叹出一口气的无奈和狡猾，这样的情节在宋佳叫住章宇说要给年轻人一个机会时灵光一现，但很快又进入下一场辩论赛了。,https://www.douban.com/people/sakimay/,推荐
张春[阿卡纳],虽然看之前我已经知道了剧情，但影视语言还是大大超过了我的想象。小孩在听录音那一段完全是视听语言才能表达的诗情画意，我满脸是泪。故事里的小孩像我小时候一样感受到了大人们的困难，也感到胆怯。不一样的是，她还能看到很多能为她做榜样的大人。我四十多岁才看到这样的电影，她9岁就能看到了。这让我感到希望。高兴，11月的开心事。（另外请大家仔细看字幕里面有我的名字！）,https://www.douban.com/people/arcana/,力荐
遇春,出了电影院我甚至拷问自己，我不喜欢这个电影是不是我有问题？对我来说，这部电影讲述得一切都太正确了，正确得令我乏味，正确得犹如今年的脱口秀一样乏味。,https://www.douban.com/people/171020394/,还行
风间隼,这跟《爱情神话》比，好像女主一样，真是“放弃理想”了。有些调度还不错，台词也挺调皮，但用力过猛的宣教痕迹比比皆是。如果女权真的是平权的话，一个把异性当工具用，努力奋斗只为适应职场游戏规则，冲到哪儿都指手画脚自以为是的人，无论哪个性别都应该对自己有足够的反思。可我们在这里看到的主角却毫无自省，随时随地自我感觉良好，只因她性别为女。各种以性别定善恶的刻板印象，女人天生圣体，而男性要想成为“好东西”，当舔狗、土狗或者看门狗都还远远不够，只因身负怎么忏悔都洗不清的原罪，这就是所谓“新的游戏规则”，堪称新时代的阶级斗争样板戏。这是真的在关心两性平权，还是想赚一波性别红利？片尾画外响起那句著名的everlasting arms，却在字幕里改成了“彼此的臂弯”，小视频味道破表。,https://www.douban.com/people/fengjiansun/,较差
Delicachino,你可以走出影院之后觉得这不像电影，而像电视剧，脱口秀，或者播客，但是你没办法否认坐在影厅的时光是惬意舒适和无比投入的两个小时,https://www.douban.com/people/188351279/,力荐
一直流到床单变,很失望，远低于预期，导演已经放弃导演技术和视听语言了，完全让步于嘴炮轰炸和精致金句，不知道是不是怕角色在电影结束前表达不完还是咋的，每一句台词都在试图证明自己「你看，我多精妙准确又有想法」，上一次看到这种腹泻式表达还是 N 年前赵宝刚的奋斗，观感很像又看了一次《惊奇队长》但变成了语料更足，气势更爹，冲动和无节制地更 teenager 的纯态度输出片，已经不是电影了，更接近于拼命折腾自己也折腾角色的纯演讲。看着很累，几度看表。选角也不是太好，看演员表惊艳，实际又没化学反应，可能演员也没想到自己变成纯念台词的工具了吧。。。不推荐,https://www.douban.com/people/TORTURE/,较差
饿霸地煮,不如《爱情神话》，神话的底子是衰弱的男性，爱情与男性气概脱钩，孔雀开屏换不来母孔雀的崇拜，那种弥漫的失落感和可贵的女性独立是真实的。这部底子是进击的女性，邵导很善于将脱口秀、sketch、漫才、live hose…的节奏和框架引入电影叙事，小空间、小情绪、小吐槽，上海成了一个大型的小剧场，也让整个电影笼罩在粉红泡泡里，离实在世界距离甚远。她迫切需要宋佳带着两个“女儿”向世界还击，彰显个体独立，可还击的对象却选择极小概率的几个男性，他们必须能承受起女主的全部情绪和吐槽，他们要身姿更柔软态度更真诚负罪感更沉重，但我们知道这种羊驼化的男人有多么不真实，哪怕是上海自我过大过剩的的男人依然是主流中的主流。观看完除了另一种玛丽苏的幻想大女主，依然很难找到更贴切的词汇了，导演只能在自造的假场域内起舞。,https://www.douban.com/people/4400048/,较差
😡,其实真正看完妈妈所有文章的是女儿,https://www.douban.com/people/65359483/,力荐
邢育森,不跟《爱情神话》比可以3星，跟《爱情神话》比的话只能2星了。完全放弃了电影叙事，各种网络金句式的台词和梗层层堆砌，没有融进故事，浮在表面。犹记得前作各种灵光乍现拍案叫绝的场面，流畅有趣，游刃有余。这次放弃了小而美，拥抱了大而空。以及包括宋佳，钟楚曦等人的表演特别生硬，想念马伊琍和倪虹洁那极度天然，浑然一体的吐槽和讥讽。和《爱情神话》里贡献了华语电影难得精彩的餐桌戏相比，这里的餐桌戏分明是吵不起来硬吵，话赶话的机锋和揶揄讽刺全然不见，只剩尴尬和扭捏。（赵又廷的那个角色设计很不错）好在导演的诚意和现实关照意图还在，上海的地域性特征虽然淡化，但那年那月我们都还记得。,https://www.douban.com/people/199726212/,还行
MonkeyKing,性别红利是吧？原罪是吧？结扎是吧？这都能过审，斜塔已经是脸都不要了。,https://www.douban.com/people/129981380/,很差
越a_,我们女人就该看这种好东西！！,https://www.douban.com/people/215698616/,力荐
拉赫玛尼诺妇,【96】这片儿用她自己的话说就是“女权表演艺术家”～仿佛在看抖音段子和小红书热帖，这种抖机灵感不会因为你抖的是女性议题就显得更高级～多一星给除了章宇以外的其他演员,https://www.douban.com/people/jessicazt/,较差
舟舟随航,赵又廷：中国的ken,https://www.douban.com/people/251755838/,力荐
Elena🍓,像回到子宫一样舒适的电影，不需要担心被冒犯。,https://www.douban.com/people/LivingElena/,力荐
42,整部电影像一部小红书电影——精致，漂浮，所有人像踏踏啦自拍时松弛感大笑那样，用力过猛地在我女权的g点上敲架子鼓，每次爱女的时刻我都因为过分被媚到而恨不得坍缩成一颗灰尘。说它漂浮是因为它展现的一切都太美好了，这里面最有攻击力的男的是一个马尔福式的小学男生。但是有意思的点是其中王铁梅发文受到攻击这件事，它很有可能是真的，这恰巧点出了一个现象，那就是我们网络女权的议程和现实生活中老中的女性困境脱轨。我们真正面临的男性完全不是电影中这样的丑角女权男，而是上街捅人的incel，但我们的网络议题还真的就在集中讨论女性形象，建构，结构性压迫。如果说真的这就反映了上海的真实生活，那我要宣布现在最主要的矛盾就是阶级矛盾。 不过anyway这部电影出来大家能讨论讨论然后激女能少骂点女人，那也是功德一件了。,https://www.douban.com/people/163300722/,还行
阿木,想打十颗星 我活着就是为了看这样的好东西,https://www.douban.com/people/115926598/,力荐
momo,假东西。特供小品的流程，不也是撸一遍社会热点、捡两个网络段子、拼了命攒金句，最后升华为同一首歌么？比起《爱情神话》可谓断崖。抽走上海话，市井气与真实感随之而去，暴露出一切无非颅内的符号游戏。人物关系都不太成立，人物本身也是妈不像妈，乐手不像乐手，孩子不像孩子，那种“假天真”（faux-naïf）很快变得讨厌。像国师找的对口型小孩。王铁梅几乎像外语课本里的“韩梅梅“，不是在生活，而是在演示“生活”。（广受赞誉的猜声音那段，其实恰恰显示出【妈妈】是种【柯达一刻】式的广告拼贴，且与她更具个性的文艺酷T形象脱节）它要回到“小孩子”的哭和笑，而不像前作中的真·成年人（面对下坡路）一声叹息。PS 明天会更好，必须加一星。PS2 赵又廷真的好笑，让人梦回维舟、林三土之类急吼八吼的女权解释专业大爹，加一星。,https://www.douban.com/people/slowerlearner/,较差
寒暄Iris,拟声展示劳动价值那段是我近五年看过最温暖平静又震撼的片段,https://www.douban.com/people/HXWDalmighty/,力荐
奇爱博士,用喜剧外衣包裹着的伤痕累累,https://www.douban.com/people/shadanbbi/,力荐
万千,看完发现演员表上赵又廷角色名叫前夫，男性角色没有名字，让我不由想到，那些所有淹没在工具属性里的女性角色，原来这么爽的日子他们过了几千年。,https://www.douban.com/people/149563492/,力荐
喵新人,上艺辉实验小学，听泰勒斯威夫特，做最酷的女鼓手。不看好东西就是可怜的东西！,https://www.douban.com/people/148211220/,力荐
大奇特(Grinch),已二刷。我坚信喜剧是聪明人干的，邵艺辉就是，她的文本依旧灵动，已经具备了鲜明的个人风格。与《爱情神话》的都市群像塑造相似，却更女性向。很多时候不是用技法，而是靠感知，就像导演在社交媒体上一样，在电影中也直白表达各种观点，代表她对这世界和时代的看法。三女主分属女性不同阶段和面向，各个鲜活，她们的主体意识得到相应的发展；男性退居其次，开始有所反思。很喜欢那段声效蒙太奇，把小孩逐渐听不出的声音平行剪辑为隐形家务，看不见的隐形家务，就是看不见的女性。人与人关系的描写也是多样的，不再局限于单纯的男与女、婚与性，有时还能巧妙地在边缘游走，从容又不紧绷。,https://www.douban.com/people/grinch/,推荐
椅子请坐,你可以说它不“电影”，但你不得不承认你喜欢它,https://www.douban.com/people/She1sAutomatic/,推荐
陀螺凡达可,表面上是三个女性的故事，但却包裹了更为丰富的生活和表达，字字珠玑的精彩对白是博君一笑的调侃佐料，那些看似一笔带过的闲笔却更具力量，那些个体和难以直言的，那些同样急迫的声音，街边歌唱的人们，不再被需要的新闻媒体人，背景里巷口亲昵的恋人，以及教育下一代的老师。所以关于女性又不仅限于此，如此温柔、正直、勇敢且包容，是最纯粹和真诚的女性表达。,https://www.douban.com/people/cabaret/,推荐
欢乐分裂,其实更偏爱前作，这部过溢金句输出确实有豆瓣特供感，雕琢感较强烈，且卡司也没有《爱情神话》来得贴合——“女权表演艺术家”居然最贴合怎么回事！ 很多观点或许可以稀释一下延伸到以后创作中去，但可以理解导演的表达愿望——因为我们的院线实在太稀缺这类充盈着轻盈感的“好东西”，表达女性立场和诉求的叙事往往落地于沉重或惨情，而在有限范围内逐渐进步的时代语境下（覆盖面存疑），以一种更“现代”的姿态去直面性别问题、情感关系，才更契合“明天会更好”，才有可能“建立新游戏”。 或许成品还有上升空间，但我们要求的不是完美，而是破零后允许不够好，允许不同声音的出现——这就不得不赞美最具电影感的听录音桥段，让女儿和母亲在声轨交叉/匹配后有趋同的可能，这就是两代三人之间传递-镜像-联结的结构共同体。,https://www.douban.com/people/flowermumu/,推荐
哪吒男,谁说没有老妞电影啊，这老妞电影太好了🥹,https://www.douban.com/people/nezhaboy/,推荐
我对你的无语简直能沉默整个宇宙,我宣布邵艺辉是中国女性的懂王,https://www.douban.com/people/drleesilentnigh/,力荐
周期性麻痹,邵艺辉已经彻底完了，连《爱情神话》里仅有的一点灵气都无了，通篇都是文艺女中年自以为是的臆想与自我感动。咱就是说，没离过婚不要紧，没带过孩子也不要紧，认认真真的，严肃的，去和单亲妈妈们，去和一线二线三线城市里努力生存的年轻男女们，好好相处上一段时间，充分了解清楚她们的工作与生活，她们的困境与挣扎，看看她们是怎么拼搏的，怎么思考的，怎么讲话的，怎么表达情感的，看看她们一个个是不是像你电影里那个傻杯样。仔细想想也挺悲哀的，难道这就是“独立女性”在导演眼中的样子吗？难道我们国家的男人与孩子在导演眼中就是这个样子吗？当你准备把摄像机对准她们之前，请先做到尊重她们与他们。,https://www.douban.com/people/58885646/,较差
kissdemon,女导演们多拍点吧，求求了，我正直勇敢有阅读量，就配多看点这种好东西。,https://www.douban.com/people/dsama/,力荐
张天翼,温暖、流利、轻盈、勇敢、四两拨千斤。非常适合约上姐妹、女性亲友一起享受这123分钟。我抹眼泪时，瞄到身边女孩也推起眼镜片擦泪。,https://www.douban.com/people/wisely1229/,力荐
小橙子🍊,难以想象这部略显聒噪的电影居然能在豆瓣打9.1分，我可能真的落伍了…女性主义，上野千鹤子，结构性压迫，雄竞，亲密关系障碍，原生家庭问题，看不见的女性，lgbt 群体…这些爆点话题一股脑得堆砌在2个多小时的电影里真的不嫌冗杂吗？高分佳作理应是，现象层面看似“一英寸宽”，思想层面却达“一英尺深”的电影，此片何德何能？在我的认知里，艺术家的使命在于还原，将事件本身，思想本身以及纯粹的价值观念呈现给观众，而不是直白生硬的观念输出。而这部电影则以高密度金句轰炸疯狂传递价值观，把观众，特别是女性观众哄得兴奋不以，那我为什么不直接去看脱口秀呢？ 我实在厌恶这种献媚的演绎方式，哪怕它献媚的对象多数是受女性主义影响的人，哪怕这种价值导向本身对我有益我也一样厌恶。真的受不了半点居高临下的说教求求了🥺,https://www.douban.com/people/224745042/,还行
bamboo,好看好看！邵艺辉，上海梧桐区Woody Allen,https://www.douban.com/people/liuxiaobamboo/,力荐
sibylinsane,我毫不避讳地承认现在进影院观国产电影于我而言就是一种投票行为。,https://www.douban.com/people/75775897/,力荐
徐若风,真的是特别好的好东西，能排上今年院线国产片TOP5！充满灵性的都市生活细节，充满温度和真实感的大群戏，充满真正有态度的女性话题。邵艺辉导演再次用生活流的日常琐事、错落有致的笑点，包装起先锋犀利的讨论：原生家庭、职场歧视、两性关系、月经羞耻……同时也打破了各种对女性固有形象与男子气概的刻板印象。最爱吃饭那场戏，幽默轻盈又火花四溅。女人们互相拥抱，男人们也去油成功。,https://www.douban.com/people/ruo1996/,力荐
冰红深蓝,1.今年最好的喜剧片之一，甚至是多年以来就性别与相关社会现实讲述得最犀利、最幽默又最温暖的国产电影。2.细腻，敏锐，新颖，多元，轻盈，灵动，剧本、表演和视听精妙恰切。信息量大，金句迭出，妙语无穷，却毫不刻意，完全没有主题先行或放大对立。3.以调侃讽刺自嘲的形式展露问题，每个幽默都很接地气，又能激发多层次思考。4.人物情感真切动人，小叶让茉莉猜录音声源的蒙太奇&铁梅和小叶的几次拥抱都令我泪流满面。5.主要角色活得坦荡、真诚，纵使不无摩擦争执及各自的小缺点，却终究能有所自省、各自洒脱，又包容彼此、润泽对方~ 6.片中“新型家庭关系”也特别治愈，正是俩女主在邻居母女伴侣朋友之间游移变化界限模糊的关系，传神地表达了本片的人生态度：反思刻板印象，超克不合理的游戏规则；尊重自己的节奏，也容让他人的活法。（9.0/10）,https://www.douban.com/people/Nokia95/,力荐
kintsugi,一场盛大的梗与段子、金句与说教的疯狂堆砌。无聊乏味的剧情，生硬突兀的台词，不自然的演技，还有纸片一样单薄的人物，结果就是电影开场一个多小时了我还迟迟入不了戏。比起一部女性主义电影，其实拍的更像是一篇女性主义作文，还是小学生的那种，三句话之内就要扣一下题，一切都是那么的刻意，不仅离女性主义很远，甚至离电影本身都很远。如此不满还有很大一个原因是期望值过高。豆瓣9.1分意味着什么？意味着《怦然心动》，意味着《哈尔的移动城堡》，意味着《猫鼠游戏》，意味着《罗马假日》，但我实际上得到了什么呢？女性主义电影的形式当然可以是轻松幽默的，但其严肃的内核是绝不能被消解的，我想要一部让男人哑口无言，坐立难安，被戳到痛点却只能讪笑的电影。我并不是对女性导演和女性议题苛刻，只是这一切远远不够，远远不够，远远不够。,https://www.douban.com/people/179401793/,还行
豆瓣路人己,观点文本很好，像听了一期小宇宙播客，看了一篇微信公号，看一场脱口秀，就都可以不是电影。喜欢听声音那段蒙太奇，很绝，很电影，很生活。,https://www.douban.com/people/june.q/,还行
TouMing柜子,王铁梅为什么不做记者了？一部建立在沉默和失语之上的电影，却在竭尽所能地展示和言说。怎么形容这样的创作呢，它抚摸生活的褶皱与城市的纹理：街巷的纵深，老式建筑上下楼的砰砰声，水果店里的谈话（长镜头），宋佳背着小女孩走在人行道上偶遇了一群唱歌的人。温柔的，强大的，包容的，跨媒介的。这样视听调度全面超越《爱情神话》小资旨趣（徐峥连走在街上都像是棚拍）的作品，你们却跟我说这叫剧场、小品、脱口秀？试问这样一部把女性主义话语当作谈资和笑话的作品，真的输出了什么东西么。三女性多元成家的全新关系性已远胜过那些话语，它最女性主义的地方恰恰在于它其实站在了《芭比》的反面，是生活与现实全面地侵入了剧场。,https://www.douban.com/people/Ophelia1022/,推荐
老袁,期待已经很高了，成片却远远超出期待。轻盈、睿智、敏锐、坦诚、细腻，同时可爱还十足十的幽默。希望大家都去看！！！！！一部值得走进电影院，坐下来好好看的电影！一部真正的好东西！,https://www.douban.com/people/yrsyl/,力荐
llao,断层式的年段最佳！嘴巴大笑，眼睛尿尿。在复杂性里可爱，在深刻性中可爱。猜声效那一段是我见过最浪漫的现实主义。导演我爱你！,https://www.douban.com/people/xiaoruoying/,力荐
Page_Chen,勇敢正直有阅读量，做女孩和女人很美好呀,https://www.douban.com/people/touchwonderful/,力荐
Calm_73,因一个人爱一座城的老乌，这次依旧语出惊人说得出“我不是那种喜欢点评人家女孩的人”，鲜得来！不管是“爱情神话”，还是“爱情障碍”，都是活得通透有着自己人生态度的上海爷叔。《爱情神话》忠实影迷意满离,https://www.douban.com/people/BT.WANGJIA/,力荐
五碳糖,我发现市面上华语女性题材影视作品普遍有以下几个通病：1.纯粹把作品当成主创输出意识形态的载体，矛盾冲突设计百分百服务于表达主旨，缺乏文学性和必然性；2. 通过堆叠罗列抽象概念的方式appeal影片中的“时尚单品”，反而刻意、不自然、说服力变弱和不接地气；3.把角色当成金句输出工具人，呈现出的角色形象或单薄扁平或严重失真。虽然本片虽然人物形象和台词设计特别用心，很多场戏让我很能共情，但以上问题事实上是全部存在的。如果主创的目的是创作“文艺作品”，那么应该试图贴近的应是真实生活而非正确概念，也应放弃高高在上的自我展现和说教立场；如果只是想用投机取巧的方式迎合目标受众，那以上的话当我没说，但至少应出于对观众眼睛的人道主义保护把章宇换掉。。。最后说一句邵艺辉比起前作严重退步，本观众比较失望,https://www.douban.com/people/wutantang/,还行
冰山李,如果要我选，我也想9岁就能穿5000块的amiri卫衣，住月租1w5的岳阳路老洋房，在学校音乐班听fusion jazz，在摩登天空当鼓手演出，活在性别更加平等的世界里，同时期待着明天会更好。每个人都可以去表达自己选择的未来，或是在通往理想未来的某个阶段中的迂回、曲折与憧憬。只是当我戴上手套，尝试艰难搬动占据了盲道的共享单车时，总会想不起未来模糊的样子,https://www.douban.com/people/ofo/,较差
汤川学的苦恼,你很难说它有什么深度的表达，甚至没有新鲜的表达，像是微博发言串起来的电影。狡黠投机的心眼已经写在了脸上，但显然它自有广大受众。,https://www.douban.com/people/64820747/,较差
Hecluster,一部非常上海的电影：以为自己很松弛，实际上又做作又生硬。作为女生听到这种台词都犯尴尬癌,https://www.douban.com/people/148255876/,较差
并辔,六七分是有的，九分属实过誉了。要素过多：单亲妈妈、缺爱、恋爱脑、月经羞耻、上野千鹤子、女鼓手、结构性压迫、性别原罪、调查记者，甚至还有男司机车臭的梗，极尽所能地讨好女性。可是我们吐槽男司机车臭是指冬天不通气时，电影里不过是秋天，还不至于臭吧……与其说是女性主义，不如说是一场巨大的女性主义表演。两个男主角对女权书籍的背诵，堪称魔幻现实主义，我甚至觉得他俩在反讽？我个人很害怕男人主动提女权，高喊女性主义的男人往往是为了收割女性。两性永远无法真正共鸣，互相尊重即可，不必谁当谁的舔狗。另一个我不能苟同的地方是，两个女主又抽烟又喝酒，对待感情和私生活也有点乱，或许是想表达自由，可是向下的自由值得歌颂吗？真正的女性主义，不必时时把女权挂在嘴上，独立自信，健康向上，认真生活，往那儿一站就是女权本权。,https://www.douban.com/people/PhoebeHill1997/,还行
浮出水面的正道,非常非常好看🥹幽默好笑，令人心生嚮往的都會生活！！！🩵🩵🩵🩵🩵🩵🩵🩵,https://www.douban.com/people/160532240/,力荐
玄辂Hyunlu,那段声音蒙太奇是今年最爱top3。她时而在职场时而在家庭，她不是隐形家务淹没的看不见的女性，她是山川是大地，是细碎日常编织的宇宙万物,https://www.douban.com/people/isotherm/,力荐
大锁锁,女人就是要看这种好东西才有力气继续讨生活,https://www.douban.com/people/116293780/,力荐
